4a 6a 5a -> 9a 8a 10a   0.000597
4a 6b 5a -> 9a 10b 8a  -0.000231
4a 6a 5a -> 9a 10a 8a  -0.000597
4a 6b 5a -> 10a 8b 9a   0.000280
4a 6a 5a -> 10a 8a 9a  -0.000597
4a 6b 5a -> 10a 9b 8a   0.000646
4a 6a 5a -> 10a 9a 8a   0.000597
4a 6b 6a -> 8a 8b 10a  -0.000313
4a 6b 6a -> 9a 9b 10a  -0.001240
4a 6b 6a -> 10a 8b 8a   0.000313
4a 6b 6a -> 10a 9b 9a   0.001240
4a 6b 7a -> 8a 8b 9a  -0.000273
4a 6b 7a -> 9a 8b 8a   0.000273
4a 6b 7a -> 9a 10b 10a   0.000218
4a 6b 7a -> 10a 10b 9a  -0.000218
4a 7b 3a -> 8a 8b 10a  -0.001848
4a 7b 3a -> 9a 9b 10a  -0.001848
4a 7b 3a -> 10a 8b 8a   0.001848
4a 7b 3a -> 10a 9b 9a   0.001848
4a 7b 5a -> 8a 9b 9a   0.007720
4a 7b 5a -> 8a 10b 10a   0.001727
4a 7b 5a -> 9a 9b 8a  -0.007720
4a 7b 5a -> 10a 10b 8a  -0.001727
4a 7b 6a -> 8a 8b 9a  -0.007720
4a 7b 6a -> 9a 8b 8a   0.007720
4a 7b 6a -> 9a 10b 10a   0.001727
4a 7b 6a -> 10a 10b 9a  -0.001727
4a 7b 7a -> 8a 8b 10a   0.004013
4a 7b 7a -> 9a 9b 10a   0.004013
4a 7b 7a -> 10a 8b 8a  -0.004013
4a 7b 7a -> 10a 9b 9a  -0.004013
5a 3b 4a -> 8a 9b 9a  -0.004502
5a 3b 4a -> 8a 10b 10a  -0.000236
5a 3b 4a -> 9a 9b 8a   0.004502
5a 3b 4a -> 10a 10b 8a   0.000236
5a 4b 3a -> 8a 9b 9a  -0.003836
5a 4b 3a -> 8a 10b 10a  -0.000215
5a 4b 3a -> 9a 9b 8a   0.003836
5a 4b 3a -> 10a 10b 8a   0.000215
5a 4b 6a -> 8a 9b 10a  -0.000231
5a 4a 6a -> 8a 9a 10a  -0.000597
5a 4b 6a -> 8a 10b 9a   0.000134
5a 4a 6a -> 8a 10a 9a   0.000597
5a 4b 6a -> 9a 8b 10a   0.000231
5a 4a 6a -> 9a 8a 10a   0.000597
5a 4b 6a -> 9a 10b 8a  -0.000134
5a 4a 6a -> 9a 10a 8a  -0.000597
5a 4b 6a -> 10a 8b 9a  -0.000231
5a 4a 6a -> 10a 8a 9a  -0.000597
5a 4b 6a -> 10a 9b 8a   0.000231
5a 4a 6a -> 10a 9a 8a   0.000597
5a 4b 7a -> 8a 9b 9a  -0.007447
5a 4b 7a -> 8a 10b 10a  -0.001509
5a 4b 7a -> 9a 9b 8a   0.007447
5a 4b 7a -> 10a 10b 8a   0.001509
5a 5b 4a -> 8a 8b 10a   0.001240
5a 5b 4a -> 9a 9b 10a   0.000313
5a 5b 4a -> 10a 8b 8a  -0.001240
5a 5b 4a -> 10a 9b 9a  -0.000313
5a 6b 4a -> 8a 9b 10a   0.000646
5a 6a 4a -> 8a 9a 10a   0.000597
5a 6b 4a -> 8a 10b 9a  -0.000231
5a 6a 4a -> 8a 10a 9a  -0.000597
5a 6b 4a -> 9a 8b 10a   0.000280
5a 6a 4a -> 9a 8a 10a  -0.000597
5a 6b 4a -> 9a 10b 8a   0.000231
5a 6a 4a -> 9a 10a 8a   0.000597
5a 6b 4a -> 10a 8b 9a  -0.000280
5a 6a 4a -> 10a 8a 9a   0.000597
5a 6b 4a -> 10a 9b 8a  -0.000646
5a 6a 4a -> 10a 9a 8a  -0.000597
5a 7b 4a -> 8a 9b 9a  -0.007720
5a 7b 4a -> 8a 10b 10a  -0.001727
5a 7b 4a -> 9a 9b 8a   0.007720
5a 7b 4a -> 10a 10b 8a   0.001727
6a 3b 4a -> 8a 8b 9a   0.004502
6a 3b 4a -> 9a 8b 8a  -0.004502
6a 3b 4a -> 9a 10b 10a  -0.000236
6a 3b 4a -> 10a 10b 9a   0.000236
6a 4b 3a -> 8a 8b 9a   0.003836
6a 4b 3a -> 9a 8b 8a  -0.003836
6a 4b 3a -> 9a 10b 10a  -0.000215
6a 4b 3a -> 10a 10b 9a   0.000215
6a 4b 5a -> 8a 9b 10a   0.000231
6a 4a 5a -> 8a 9a 10a   0.000597
6a 4b 5a -> 8a 10b 9a  -0.000134
6a 4a 5a -> 8a 10a 9a  -0.000597
6a 4b 5a -> 9a 8b 10a  -0.000231
6a 4a 5a -> 9a 8a 10a  -0.000597
6a 4b 5a -> 9a 10b 8a   0.000134
6a 4a 5a -> 9a 10a 8a   0.000597
6a 4b 5a -> 10a 8b 9a   0.000231
6a 4a 5a -> 10a 8a 9a   0.000597
6a 4b 5a -> 10a 9b 8a  -0.000231
6a 4a 5a -> 10a 9a 8a  -0.000597
6a 4b 7a -> 8a 8b 9a   0.007447
6a 4b 7a -> 9a 8b 8a  -0.007447
6a 4b 7a -> 9a 10b 10a  -0.001509
6a 4b 7a -> 10a 10b 9a   0.001509
6a 5b 4a -> 8a 9b 10a   0.000280
6a 5a 4a -> 8a 9a 10a  -0.000597
6a 5b 4a -> 8a 10b 9a   0.000231
6a 5a 4a -> 8a 10a 9a   0.000597
6a 5b 4a -> 9a 8b 10a   0.000646
6a 5a 4a -> 9a 8a 10a   0.000597
6a 5b 4a -> 9a 10b 8a  -0.000231
6a 5a 4a -> 9a 10a 8a  -0.000597
6a 5b 4a -> 10a 8b 9a  -0.000646
6a 5a 4a -> 10a 8a 9a  -0.000597
6a 5b 4a -> 10a 9b 8a  -0.000280
6a 5a 4a -> 10a 9a 8a   0.000597
6a 6b 4a -> 8a 8b 10a   0.000313
6a 6b 4a -> 9a 9b 10a   0.001240
6a 6b 4a -> 10a 8b 8a  -0.000313
6a 6b 4a -> 10a 9b 9a  -0.001240
6a 7b 4a -> 8a 8b 9a   0.007720
6a 7b 4a -> 9a 8b 8a  -0.007720
6a 7b 4a -> 9a 10b 10a  -0.001727
6a 7b 4a -> 10a 10b 9a   0.001727
7a 3b 4a -> 8a 8b 10a  -0.001922
7a 3b 4a -> 9a 9b 10a  -0.001922
7a 3b 4a -> 10a 8b 8a   0.001922
7a 3b 4a -> 10a 9b 9a   0.001922
7a 4b 3a -> 8a 8b 10a  -0.003769
7a 4b 3a -> 9a 9b 10a  -0.003769
7a 4b 3a -> 10a 8b 8a   0.003769
7a 4b 3a -> 10a 9b 9a   0.003769
7a 4b 5a -> 8a 9b 9a   0.007447
7a 4b 5a -> 8a 10b 10a   0.001509
7a 4b 5a -> 9a 9b 8a  -0.007447
7a 4b 5a -> 10a 10b 8a  -0.001509
7a 4b 6a -> 8a 8b 9a  -0.007447
7a 4b 6a -> 9a 8b 8a   0.007447
7a 4b 6a -> 9a 10b 10a   0.001509
7a 4b 6a -> 10a 10b 9a  -0.001509
7a 5b 4a -> 8a 9b 9a  -0.000273
7a 5b 4a -> 8a 10b 10a  -0.000218
7a 5b 4a -> 9a 9b 8a   0.000273
7a 5b 4a -> 10a 10b 8a   0.000218
7a 6b 4a -> 8a 8b 9a   0.000273
7a 6b 4a -> 9a 8b 8a  -0.000273
7a 6b 4a -> 9a 10b 10a  -0.000218
7a 6b 4a -> 10a 10b 9a   0.000218
7a 7b 4a -> 8a 8b 10a  -0.004013
7a 7b 4a -> 9a 9b 10a  -0.004013
7a 7b 4a -> 10a 8b 8a   0.004013
7a 7b 4a -> 10a 9b 9a   0.004013
