-0.4534164369161E-02  1a 2b -> 10a 3b      
 0.4180893010228E-02  1a 2b -> 4a 5b       
-0.1493920372117E-01  1a 2b -> 10a 5b      
-0.3125054357199E-01  2a 1b -> 4a 3b       
-0.5512782780013E-02  2a 1b -> 10a 3b      
 0.5306995072342E-02  2a 1b -> 4a 5b       
-0.1617357989893E-01  2a 1b -> 10a 5b      
-0.1648333445144E-01  1a 2b -> 6a 8b       
-0.1577838801192E-01  2a 1b -> 6a 8b       
-0.1648333445144E-01  1a 2b -> 7a 9b       
-0.1577838801192E-01  2a 1b -> 7a 9b       
 0.2970090527414E-03  1a 2a -> 3a 4a       
-0.1126102062114E-02  1a 2a -> 4a 5a       
-0.7049464395274E-03  1a 2a -> 6a 8a       
-0.7049464395274E-03  1a 2a -> 7a 9a       
-0.9786184108517E-03  1a 2a -> 3a 10a      
-0.1234376177761E-02  1a 2a -> 5a 10a      
 -0.1670306193373E-03  2a 1b 2b -> 3a 3b 5b
  0.2365949647728E-04  2a 1b 2b -> 5a 3b 5b
 -0.5452718989443E-05  2a 1b 2b -> 3a 4b 10b
 -0.1487990471489E-04  2a 1b 2b -> 5a 4b 10b
 -0.6684231625396E-04  2a 1b 2b -> 9a 4b 7b
  0.7742119565747E-04  2a 1b 2b -> 9a 3b 9b
  0.1601953377166E-04  2a 1b 2b -> 9a 5b 9b
  0.1894315565554E-04  2a 1b 2b -> 9a 7b 10b
 -0.6684231625396E-04  2a 1b 2b -> 8a 4b 6b
  0.7742119565747E-04  2a 1b 2b -> 8a 3b 8b
  0.1601953377166E-04  2a 1b 2b -> 8a 5b 8b
  0.1894315565554E-04  2a 1b 2b -> 8a 6b 10b
  0.2627429738915E-03  2a 1b 2b -> 4a 3b 4b
  0.8237376059978E-04  2a 1b 2b -> 10a 3b 4b
  0.9041526759649E-04  2a 1b 2b -> 4a 4b 5b
 -0.4057834600959E-04  2a 1b 2b -> 10a 4b 5b
  0.2212838253124E-04  2a 1b 2b -> 4a 6b 8b
  0.1367783934848E-04  2a 1b 2b -> 10a 6b 8b
  0.2212838253124E-04  2a 1b 2b -> 4a 7b 9b
  0.1367783934848E-04  2a 1b 2b -> 10a 7b 9b
  0.7692104161034E-04  2a 1b 2b -> 4a 3b 10b
  0.9471640921216E-04  2a 1b 2b -> 10a 3b 10b
  0.2569844129470E-04  2a 1b 2b -> 4a 5b 10b
  0.5895520660889E-04  2a 1b 2b -> 10a 5b 10b
  0.5140656053340E-04  2a 1b 2b -> 6a 3b 6b
  0.7223265472211E-05  2a 1b 2b -> 6a 5b 6b
 -0.4471393372273E-04  2a 1b 2b -> 6a 4b 8b
  0.5265316307064E-05  2a 1b 2b -> 6a 8b 10b
  0.5140656053340E-04  2a 1b 2b -> 7a 3b 7b
  0.7223265472211E-05  2a 1b 2b -> 7a 5b 7b
 -0.4471393372273E-04  2a 1b 2b -> 7a 4b 9b
  0.5265316307064E-05  2a 1b 2b -> 7a 9b 10b
 -0.3424387489924E-03  1a 1b 2b -> 3a 3b 4b
 -0.4117674786900E-04  1a 1b 2b -> 5a 3b 4b
  0.8500848498942E-04  1a 1b 2b -> 3a 4b 5b
  0.1152401905774E-04  1a 1b 2b -> 5a 4b 5b
  0.2372645798170E-04  1a 1b 2b -> 3a 6b 8b
  0.8327223402015E-05  1a 1b 2b -> 5a 6b 8b
  0.2372645798169E-04  1a 1b 2b -> 3a 7b 9b
  0.8327223402016E-05  1a 1b 2b -> 5a 7b 9b
  0.1511118275773E-04  1a 1b 2b -> 3a 3b 10b
 -0.1947513238579E-04  1a 1b 2b -> 5a 3b 10b
  0.3589608587776E-04  1a 1b 2b -> 3a 5b 10b
 -0.1261695552723E-04  1a 1b 2b -> 5a 5b 10b
 -0.7388500051066E-04  1a 1b 2b -> 9a 3b 7b
 -0.1809533827333E-04  1a 1b 2b -> 9a 5b 7b
  0.5475630178071E-04  1a 1b 2b -> 9a 4b 9b
 -0.3451044628192E-04  1a 1b 2b -> 9a 9b 10b
 -0.7388500051066E-04  1a 1b 2b -> 8a 3b 6b
 -0.1809533827333E-04  1a 1b 2b -> 8a 5b 6b
  0.5475630178071E-04  1a 1b 2b -> 8a 4b 8b
 -0.3451044628192E-04  1a 1b 2b -> 8a 8b 10b
  0.4383173712042E-04  1a 1b 2b -> 4a 3b 5b
 -0.5537121826356E-04  1a 1b 2b -> 10a 3b 5b
 -0.1562271461261E-03  1a 1b 2b -> 4a 4b 10b
  0.3265621211981E-04  1a 1b 2b -> 10a 4b 10b
  0.3442807330357E-04  1a 1b 2b -> 6a 4b 6b
 -0.5015854252896E-04  1a 1b 2b -> 6a 3b 8b
 -0.9768114871315E-05  1a 1b 2b -> 6a 5b 8b
 -0.2152513507208E-04  1a 1b 2b -> 6a 6b 10b
  0.3442807330357E-04  1a 1b 2b -> 7a 4b 7b
 -0.5015854252896E-04  1a 1b 2b -> 7a 3b 9b
 -0.9768114871315E-05  1a 1b 2b -> 7a 5b 9b
 -0.2152513507208E-04  1a 1b 2b -> 7a 7b 10b
 -0.1670306193373E-03  1a 2a 2b -> 3a 5a 3b
 -0.5452718989443E-05  1a 2a 2b -> 4a 10a 3b
  0.2365949647728E-04  1a 2a 2b -> 3a 5a 5b
 -0.1487990471489E-04  1a 2a 2b -> 4a 10a 5b
 -0.6684231625396E-04  1a 2a 2b -> 4a 7a 9b
  0.7742119565747E-04  1a 2a 2b -> 3a 9a 9b
  0.1601953377166E-04  1a 2a 2b -> 5a 9a 9b
  0.1894315565554E-04  1a 2a 2b -> 7a 10a 9b
 -0.6684231625396E-04  1a 2a 2b -> 4a 6a 8b
  0.7742119565747E-04  1a 2a 2b -> 3a 8a 8b
  0.1601953377166E-04  1a 2a 2b -> 5a 8a 8b
  0.1894315565554E-04  1a 2a 2b -> 6a 10a 8b
  0.2627429738915E-03  1a 2a 2b -> 3a 4a 4b
  0.9041526759649E-04  1a 2a 2b -> 4a 5a 4b
  0.2212838253124E-04  1a 2a 2b -> 6a 8a 4b
  0.2212838253124E-04  1a 2a 2b -> 7a 9a 4b
  0.7692104161034E-04  1a 2a 2b -> 3a 10a 4b
  0.2569844129470E-04  1a 2a 2b -> 5a 10a 4b
  0.8237376059978E-04  1a 2a 2b -> 3a 4a 10b
 -0.4057834600959E-04  1a 2a 2b -> 4a 5a 10b
  0.1367783934848E-04  1a 2a 2b -> 6a 8a 10b
  0.1367783934848E-04  1a 2a 2b -> 7a 9a 10b
  0.9471640921216E-04  1a 2a 2b -> 3a 10a 10b
  0.5895520660889E-04  1a 2a 2b -> 5a 10a 10b
  0.5140656053340E-04  1a 2a 2b -> 3a 6a 6b
  0.7223265472211E-05  1a 2a 2b -> 5a 6a 6b
 -0.4471393372273E-04  1a 2a 2b -> 4a 8a 6b
  0.5265316307064E-05  1a 2a 2b -> 8a 10a 6b
  0.5140656053340E-04  1a 2a 2b -> 3a 7a 7b
  0.7223265472211E-05  1a 2a 2b -> 5a 7a 7b
 -0.4471393372273E-04  1a 2a 2b -> 4a 9a 7b
  0.5265316307064E-05  1a 2a 2b -> 9a 10a 7b
  0.4383173712042E-04  1a 2a 1b -> 3a 5a 4b
 -0.1562271461261E-03  1a 2a 1b -> 4a 10a 4b
 -0.5537121826356E-04  1a 2a 1b -> 3a 5a 10b
  0.3265621211981E-04  1a 2a 1b -> 4a 10a 10b
  0.3442807330357E-04  1a 2a 1b -> 4a 7a 7b
 -0.5015854252896E-04  1a 2a 1b -> 3a 9a 7b
 -0.9768114871315E-05  1a 2a 1b -> 5a 9a 7b
 -0.2152513507208E-04  1a 2a 1b -> 7a 10a 7b
  0.3442807330357E-04  1a 2a 1b -> 4a 6a 6b
 -0.5015854252896E-04  1a 2a 1b -> 3a 8a 6b
 -0.9768114871315E-05  1a 2a 1b -> 5a 8a 6b
 -0.2152513507208E-04  1a 2a 1b -> 6a 10a 6b
 -0.3424387489924E-03  1a 2a 1b -> 3a 4a 3b
  0.8500848498942E-04  1a 2a 1b -> 4a 5a 3b
  0.2372645798169E-04  1a 2a 1b -> 6a 8a 3b
  0.2372645798169E-04  1a 2a 1b -> 7a 9a 3b
  0.1511118275773E-04  1a 2a 1b -> 3a 10a 3b
  0.3589608587776E-04  1a 2a 1b -> 5a 10a 3b
 -0.4117674786900E-04  1a 2a 1b -> 3a 4a 5b
  0.1152401905774E-04  1a 2a 1b -> 4a 5a 5b
  0.8327223402015E-05  1a 2a 1b -> 6a 8a 5b
  0.8327223402016E-05  1a 2a 1b -> 7a 9a 5b
 -0.1947513238579E-04  1a 2a 1b -> 3a 10a 5b
 -0.1261695552723E-04  1a 2a 1b -> 5a 10a 5b
 -0.7388500051066E-04  1a 2a 1b -> 3a 6a 8b
 -0.1809533827333E-04  1a 2a 1b -> 5a 6a 8b
  0.5475630178071E-04  1a 2a 1b -> 4a 8a 8b
 -0.3451044628192E-04  1a 2a 1b -> 8a 10a 8b
 -0.7388500051066E-04  1a 2a 1b -> 3a 7a 9b
 -0.1809533827333E-04  1a 2a 1b -> 5a 7a 9b
  0.5475630178071E-04  1a 2a 1b -> 4a 9a 9b
 -0.3451044628192E-04  1a 2a 1b -> 9a 10a 9b
 0.7772847004634E-06  1a 2a 1b 2b -> 3a 5a 3b 5b
-0.6180227607242E-06  1a 2a 1b 2b -> 4a 10a 3b 5b
-0.6180227607242E-06  1a 2a 1b 2b -> 3a 5a 4b 10b
 0.1028836382949E-05  1a 2a 1b 2b -> 4a 10a 4b 10b
 0.2497889307774E-06  1a 2a 1b 2b -> 6a 7a 6b 7b
 0.2195270822586E-06  1a 2a 1b 2b -> 8a 9a 6b 7b
 0.2195270822586E-06  1a 2a 1b 2b -> 6a 7a 8b 9b
 0.3674095130742E-06  1a 2a 1b 2b -> 8a 9a 8b 9b
-0.3621284308475E-06  1a 2a 1b 2b -> 4a 7a 4b 7b 
 0.1497017808572E-05  1a 2a 1b 2b -> 3a 9a 4b 7b 
 0.4660164684520E-06  1a 2a 1b 2b -> 5a 9a 4b 7b  
-0.2683402140112E-06  1a 2a 1b 2b -> 7a 10a 4b 7b
 0.1497017808572E-05  1a 2a 1b 2b -> 4a 7a 3b 9b  
 0.7354936366506E-06  1a 2a 1b 2b -> 3a 9a 3b 9b
-0.4924961281951E-06  1a 2a 1b 2b -> 5a 9a 3b 9b
 0.3659851275649E-06  1a 2a 1b 2b -> 7a 10a 3b 9b
 0.4660164684520E-06  1a 2a 1b 2b -> 4a 7a 5b 9b
-0.4924961281951E-06  1a 2a 1b 2b -> 3a 9a 5b 9b
 0.3577598871582E-06  1a 2a 1b 2b -> 5a 9a 5b 9b 
-0.1035740203383E-06  1a 2a 1b 2b -> 7a 10a 5b 9b
-0.2683402140112E-06  1a 2a 1b 2b -> 4a 7a 7b 10b
 0.3659851275649E-06  1a 2a 1b 2b -> 3a 9a 7b 10b 
-0.1035740203383E-06  1a 2a 1b 2b -> 5a 9a 7b 10b
 0.4510838059699E-06  1a 2a 1b 2b -> 7a 10a 7b 10b
-0.3621284308475E-06  1a 2a 1b 2b -> 4a 6a 4b 6b  
 0.1497017808572E-05  1a 2a 1b 2b -> 3a 8a 4b 6b 
 0.4660164684520E-06  1a 2a 1b 2b -> 5a 8a 4b 6b 
-0.2683402140111E-06  1a 2a 1b 2b -> 6a 10a 4b 6b 
 0.1497017808572E-05  1a 2a 1b 2b -> 4a 6a 3b 8b 
 0.7354936366504E-06  1a 2a 1b 2b -> 3a 8a 3b 8b 
-0.4924961281951E-06  1a 2a 1b 2b -> 5a 8a 3b 8b  
 0.3659851275649E-06  1a 2a 1b 2b -> 6a 10a 3b 8b
 0.4660164684520E-06  1a 2a 1b 2b -> 4a 6a 5b 8b  
-0.4924961281951E-06  1a 2a 1b 2b -> 3a 8a 5b 8b 
 0.3577598871582E-06  1a 2a 1b 2b -> 5a 8a 5b 8b  
-0.1035740203383E-06  1a 2a 1b 2b -> 6a 10a 5b 8b
-0.2683402140111E-06  1a 2a 1b 2b -> 4a 6a 6b 10b 
 0.3659851275649E-06  1a 2a 1b 2b -> 3a 8a 6b 10b
-0.1035740203383E-06  1a 2a 1b 2b -> 5a 8a 6b 10b 
 0.4510838059699E-06  1a 2a 1b 2b -> 6a 10a 6b 10b
 0.2986819930429E-06  1a 2a 1b 2b -> 7a 8a 7b 8b 
-0.2294366242499E-06  1a 2a 1b 2b -> 6a 9a 7b 8b  
-0.2294366242499E-06  1a 2a 1b 2b -> 7a 8a 6b 9b 
 0.2986819930429E-06  1a 2a 1b 2b -> 6a 9a 6b 9b 
 0.1676098462759E-05  1a 2a 1b 2b -> 3a 4a 3b 4b  
-0.1371823572482E-06  1a 2a 1b 2b -> 4a 5a 3b 4b 
-0.7665598908712E-06  1a 2a 1b 2b -> 6a 8a 3b 4b  
-0.7665598908711E-06  1a 2a 1b 2b -> 7a 9a 3b 4b  
 0.7377805386785E-06  1a 2a 1b 2b -> 3a 10a 3b 4b 
-0.2206528797490E-05  1a 2a 1b 2b -> 5a 10a 3b 4b
-0.1371823572482E-06  1a 2a 1b 2b -> 3a 4a 4b 5b  
 0.3767281052281E-06  1a 2a 1b 2b -> 4a 5a 4b 5b 
 0.2970140174504E-06  1a 2a 1b 2b -> 6a 8a 4b 5b  
 0.2970140174504E-06  1a 2a 1b 2b -> 7a 9a 4b 5b 
 0.1588506036766E-05  1a 2a 1b 2b -> 3a 10a 4b 5b 
 0.8046208047840E-06  1a 2a 1b 2b -> 5a 10a 4b 5b
-0.7665598908712E-06  1a 2a 1b 2b -> 3a 4a 6b 8b  
 0.2970140174504E-06  1a 2a 1b 2b -> 4a 5a 6b 8b  
 0.5933582680165E-07  1a 2a 1b 2b -> 6a 8a 6b 8b  
-0.9909541991253E-08  1a 2a 1b 2b -> 7a 9a 6b 8b 
-0.4238599216342E-06  1a 2a 1b 2b -> 3a 10a 6b 8b 
-0.1394006904176E-06  1a 2a 1b 2b -> 5a 10a 6b 8b
-0.7665598908711E-06  1a 2a 1b 2b -> 3a 4a 7b 9b  
 0.2970140174504E-06  1a 2a 1b 2b -> 4a 5a 7b 9b  
-0.9909541991253E-08  1a 2a 1b 2b -> 6a 8a 7b 9b  
 0.5933582680170E-07  1a 2a 1b 2b -> 7a 9a 7b 9b 
-0.4238599216342E-06  1a 2a 1b 2b -> 3a 10a 7b 9b
-0.1394006904176E-06  1a 2a 1b 2b -> 5a 10a 7b 9b
 0.7377805386785E-06  1a 2a 1b 2b -> 3a 4a 3b 10b 
 0.1588506036766E-05  1a 2a 1b 2b -> 4a 5a 3b 10b
-0.4238599216342E-06  1a 2a 1b 2b -> 6a 8a 3b 10b 
-0.4238599216342E-06  1a 2a 1b 2b -> 7a 9a 3b 10b
-0.1045103467439E-05  1a 2a 1b 2b -> 3a 10a 3b 10b
-0.1086237362647E-05  1a 2a 1b 2b -> 5a 10a 3b 10b
-0.2206528797490E-05  1a 2a 1b 2b -> 3a 4a 5b 10b 
 0.8046208047840E-06  1a 2a 1b 2b -> 4a 5a 5b 10b
-0.1394006904176E-06  1a 2a 1b 2b -> 6a 8a 5b 10b 
-0.1394006904176E-06  1a 2a 1b 2b -> 7a 9a 5b 10b 
-0.1086237362647E-05  1a 2a 1b 2b -> 3a 10a 5b 10b
 0.1335548626599E-06  1a 2a 1b 2b -> 5a 10a 5b 10b
 0.1595729419825E-05  1a 2a 1b 2b -> 3a 6a 3b 6b  
-0.1554819864715E-06  1a 2a 1b 2b -> 5a 6a 3b 6b  
 0.7304579177011E-06  1a 2a 1b 2b -> 4a 8a 3b 6b  
 0.7898450491991E-06  1a 2a 1b 2b -> 8a 10a 3b 6b 
-0.1554819864715E-06  1a 2a 1b 2b -> 3a 6a 5b 6b  
 0.3843415154701E-06  1a 2a 1b 2b -> 5a 6a 5b 6b  
 0.1690024510016E-06  1a 2a 1b 2b -> 4a 8a 5b 6b  
 0.3582667007928E-07  1a 2a 1b 2b -> 8a 10a 5b 6b 
 0.7304579177011E-06  1a 2a 1b 2b -> 3a 6a 4b 8b  
 0.1690024510016E-06  1a 2a 1b 2b -> 5a 6a 4b 8b  
 0.3826271551434E-06  1a 2a 1b 2b -> 4a 8a 4b 8b  
-0.6653859537760E-06  1a 2a 1b 2b -> 8a 10a 4b 8b 
 0.7898450491991E-06  1a 2a 1b 2b -> 3a 6a 8b 10b 
 0.3582667007928E-07  1a 2a 1b 2b -> 5a 6a 8b 10b 
-0.6653859537760E-06  1a 2a 1b 2b -> 4a 8a 8b 10b 
 0.7166862909916E-06  1a 2a 1b 2b -> 8a 10a 8b 10b
 0.1595729419825E-05  1a 2a 1b 2b -> 3a 7a 3b 7b  
-0.1554819864715E-06  1a 2a 1b 2b -> 5a 7a 3b 7b  
 0.7304579177011E-06  1a 2a 1b 2b -> 4a 9a 3b 7b  
 0.7898450491991E-06  1a 2a 1b 2b -> 9a 10a 3b 7b 
-0.1554819864715E-06  1a 2a 1b 2b -> 3a 7a 5b 7b  
 0.3843415154701E-06  1a 2a 1b 2b -> 5a 7a 5b 7b  
 0.1690024510016E-06  1a 2a 1b 2b -> 4a 9a 5b 7b  
 0.3582667007927E-07  1a 2a 1b 2b -> 9a 10a 5b 7b 
 0.7304579177012E-06  1a 2a 1b 2b -> 3a 7a 4b 9b  
 0.1690024510016E-06  1a 2a 1b 2b -> 5a 7a 4b 9b  
 0.3826271551433E-06  1a 2a 1b 2b -> 4a 9a 4b 9b  
-0.6653859537760E-06  1a 2a 1b 2b -> 9a 10a 4b 9b 
 0.7898450491991E-06  1a 2a 1b 2b -> 3a 7a 9b 10b 
 0.3582667007928E-07  1a 2a 1b 2b -> 5a 7a 9b 10b 
-0.6653859537760E-06  1a 2a 1b 2b -> 4a 9a 9b 10b 
 0.7166862909916E-06  1a 2a 1b 2b -> 9a 10a 9b 10b
